id,sentence,difficulty,processed_sentence,sentence_length,avg_word_length,type_token_ratio,syntactic_complexity,pos_tags,PUNCT,ADV,CCONJ,X,AUX,DET,PRON,NUM,NOUN,INTJ,ADP,ADJ,VERB,PROPN,SCONJ
2090,"Pour réparer cette erreur, Prométhée offre la technique aux Hommes, ainsi que le feu",C2,pour réparer ce erreur prométhé offrir le technique à homme ainsi que le feu,14,5.071428571428571,1.0,2,"{'ADP': 2, 'VERB': 2, 'DET': 3, 'NOUN': 4, 'PUNCT': 2, 'PROPN': 1, 'ADV': 1, 'SCONJ': 1}",2,1,0,0,0,3,0,0,4,0,2,0,2,1,1
2091,Monsieur de Cyrano n'est pas là ?,A1,Monsieur de cyrano nest pas là,7,3.857142857142857,1.0,0,"{'NOUN': 1, 'ADP': 1, 'PROPN': 1, 'ADV': 3, 'AUX': 1, 'PUNCT': 1}",1,3,0,0,1,0,0,0,1,0,1,0,0,1,0
2092,La majorité des Français ne restent pas dans leur région durant les vacances d'été,B1,le majorité de français ne rester pas dans son région durer le vacance dété,14,4.928571428571429,1.0,0,"{'DET': 3, 'NOUN': 4, 'ADP': 4, 'ADV': 2, 'VERB': 1, 'AUX': 1}",0,2,0,0,1,3,0,0,4,0,4,0,1,0,0
2093,Mais je trouve qu'il vaut mieux permettre aux élèves de s'habiller comme ils veulent.,B1,mais je trouver quil valoir mieux permettre à élève de shabiller comme il vouloir,14,5.142857142857143,1.0,0,"{'CCONJ': 1, 'PRON': 4, 'VERB': 5, 'SCONJ': 1, 'ADV': 1, 'ADP': 3, 'NOUN': 1, 'PUNCT': 1}",1,1,1,0,0,0,4,0,1,0,3,0,5,0,1
2094,"Voulez-vous me prêter, Monsieur, votre chapeau ?",B1,voulezvous me prêter Monsieur votre chapeau,7,6.0,1.0,2,"{'VERB': 2, 'PRON': 2, 'PUNCT': 3, 'NOUN': 2, 'DET': 1}",3,0,0,0,0,1,2,0,2,0,0,0,2,0,0
2095,"En plus des animaux, il faut aussi s'occuper du potager de mon papy.",A2,en plus un animal il falloir aussi soccuper de potager de mon papy,13,4.3076923076923075,1.0,1,"{'ADP': 3, 'ADV': 2, 'DET': 2, 'NOUN': 2, 'PUNCT': 2, 'PRON': 2, 'VERB': 2, 'PROPN': 1}",2,2,0,0,0,2,2,0,2,0,3,0,2,1,0
2096,Ils ont l'intention de s'enfuir par la frontière italienne.,A2,il avoir lintention de senfuir par le frontière italien,9,5.666666666666667,1.0,0,"{'PRON': 2, 'AUX': 1, 'DET': 2, 'NOUN': 2, 'ADP': 2, 'VERB': 1, 'ADJ': 1, 'PUNCT': 1}",1,0,0,0,1,2,2,0,2,0,2,1,1,0,0
2097,Vous n'avez pas entendu des bruits suspects plus tôt dans la nuit ?,B1,vous navez pas entendre un bruit suspect plus tôt dans le nuit,13,4.230769230769231,1.0,0,"{'PRON': 1, 'ADV': 4, 'AUX': 1, 'VERB': 1, 'DET': 2, 'NOUN': 2, 'ADJ': 1, 'ADP': 1, 'PUNCT': 1}",1,4,0,0,1,2,1,0,2,0,1,1,1,0,0
2098,Les réformes sont toujours difficiles à faire passer pour le gouvernement français car les citoyens descendent facilement dans la rue pour manifester.,B2,le réforme être toujours difficile à faire passer pour le gouvernement français car le citoyen descendre facilement dans le rue pour manifester,22,5.863636363636363,0.9545454545454546,0,"{'DET': 4, 'NOUN': 4, 'AUX': 1, 'ADV': 2, 'ADJ': 2, 'ADP': 4, 'VERB': 4, 'CCONJ': 1, 'PUNCT': 1}",1,2,1,0,1,4,0,0,4,0,4,2,4,0,0
2099,Le pouvoir politique cherche à encadrer le temps libre des salariés: un dimanche avec leur femme au foyer doit les tenir à l'écart des bistrots et relancer la natalité.,C2,le pouvoir politique cherch à encadrer le temps libre de salarié un dimanche avec son femme au foyer devoir le tenir à lécart de bistrot et relancer le natalité,29,4.827586206896552,0.9310344827586207,0,"{'DET': 6, 'NOUN': 9, 'ADJ': 3, 'ADP': 6, 'VERB': 4, 'PUNCT': 2, 'PRON': 1, 'CCONJ': 1}",2,0,1,0,0,6,1,0,9,0,6,3,4,0,0
2100,"Pour les couples déjà installés, et notamment ceux avec enfants, le problème du partage des tâches domestiques est accentué par une proximité ininterrompue.",B2,pour le couple déjà installé et notamment celui avec enfant le problème de partage de tâche domestique être accentuer par un proximité ininterrompu,23,5.826086956521739,1.0,2,"{'ADP': 5, 'DET': 3, 'NOUN': 6, 'ADV': 2, 'VERB': 2, 'PUNCT': 3, 'CCONJ': 1, 'PRON': 1, 'ADJ': 2, 'AUX': 1}",3,2,1,0,1,3,1,0,6,0,5,2,2,0,0
2101,"Sur Internet, miroir numérique de nos états d'âme, forums et blogs disent le spleen dominical: ""Le monde tourne au ralenti"".",C2,sur internet miroir numérique de notre état dâme forum et blog dire le spleen dominical le monde tourn au ralenti,20,5.25,1.0,2,"{'ADP': 4, 'PROPN': 2, 'PUNCT': 6, 'VERB': 1, 'ADJ': 3, 'DET': 3, 'NOUN': 4, 'PRON': 2, 'CCONJ': 1, 'ADV': 1}",6,1,1,0,0,3,2,0,4,0,4,3,1,2,0
2102,Merci beaucoup pour cette histoire.,A1,merci beaucoup pour ce histoire,5,6.2,1.0,0,"{'NOUN': 2, 'ADV': 1, 'ADP': 1, 'DET': 1, 'PUNCT': 1}",1,1,0,0,0,1,0,0,2,0,1,0,0,0,0
2103,Est-ce que le technicien peut venir ce matin pour réparer la machine ?,A1,estce que le technicien pouvoir venir ce matin pour réparer le machine,13,4.461538461538462,1.0,0,"{'NOUN': 4, 'PRON': 1, 'SCONJ': 1, 'DET': 3, 'VERB': 3, 'ADP': 1, 'PUNCT': 1}",1,0,0,0,0,3,1,0,4,0,1,0,3,0,1
2104,"Dès sa création, le travail possède cette dimension pénible et négative liée au seul fait qu'il s'agit d'une action dictée par l'extérieur et qui pèse sur l'être humain Que ce soit dans les religions monothéistes ou polythéistes le travail possède, dans les récits, la caractéristique de n'être pas naturel chez l'Homme, et donc d'être imposé par un élément externe",C2,dès son création le travail posséder ce dimension pénible et négatif lier au seul fait quil sagit dune action dicter par lextérieur et qui peser sur lêtre humain que ce être dans le religion monothéiste ou polythéiste le travail posséder dans le récit le caractéristique de nêtre pas naturel chez lhomme et donc dêtr imposer par un élément externe,59,5.203389830508475,0.8813559322033898,4,"{'ADP': 11, 'DET': 12, 'NOUN': 15, 'PUNCT': 4, 'VERB': 8, 'ADJ': 6, 'CCONJ': 4, 'SCONJ': 2, 'PRON': 4, 'ADV': 3, 'AUX': 2}",4,3,4,0,2,12,4,0,15,0,11,6,8,0,2
2105,"L'étonnement de la première jeunesse, à l'aspect d'une société si factice et si travaillée, annonce plutôt un coeur naturel qu'un esprit méchant.",C2,létonnement de le premier jeunesse à laspect dune société si factice et si travailler annonce plutôt un coeur naturel quun esprit méchant,22,5.636363636363637,0.9545454545454546,2,"{'DET': 6, 'NOUN': 9, 'ADP': 3, 'ADJ': 3, 'PUNCT': 3, 'SCONJ': 3, 'CCONJ': 1, 'ADV': 1}",3,1,1,0,0,6,0,0,9,0,3,3,0,0,3
2106,Les enfants aiment faire du vélo avec leur grand-père après l'école.,A1,le enfant aimer faire de vélo avec son grandpère après lécole,11,5.2727272727272725,1.0,0,"{'DET': 4, 'NOUN': 4, 'ADV': 1, 'VERB': 1, 'ADP': 2, 'PUNCT': 1}",1,1,0,0,0,4,0,0,4,0,2,0,1,0,0
2107,C'est une coalition hétéroclite qui a remporté la bataille du dimanche.,C2,cest un coalition hétéroclite qui avoir remporter le bataille de dimanche,11,5.545454545454546,1.0,0,"{'PRON': 2, 'AUX': 2, 'DET': 2, 'NOUN': 3, 'ADJ': 1, 'VERB': 1, 'ADP': 1, 'PUNCT': 1}",1,0,0,0,2,2,2,0,3,0,1,1,1,0,0
2108,"En effet, cette tonne va nous jouer ce soir le rôle de Phédon.",B1,en effet ce tonne aller nous jouer ce soir le rôle de phédon,13,3.8461538461538463,1.0,1,"{'ADP': 2, 'NOUN': 4, 'PUNCT': 2, 'DET': 3, 'VERB': 2, 'PRON': 1, 'PROPN': 1}",2,0,0,0,0,3,1,0,4,0,2,0,2,1,0
2109,J'espères que tu vas bien,A1,jespère que tu aller bien,5,4.2,1.0,0,"{'PRON': 2, 'ADJ': 1, 'SCONJ': 1, 'ADP': 1, 'ADV': 1}",0,1,0,0,0,0,2,0,0,0,1,1,0,0,1
2110,"Ensuite, je prends ma douche pour finir de me réveiller",A1,ensuite je prendre mon douche pour finir de me réveiller,10,4.6,1.0,1,"{'ADV': 1, 'PUNCT': 1, 'PRON': 2, 'VERB': 3, 'DET': 1, 'NOUN': 1, 'ADP': 2}",1,1,0,0,0,1,2,0,1,0,2,0,3,0,0
2111,"Par ailleurs, des éducateurs expliquent que ce n'est pas en poursuivant ces enfants que l'on réglera les problèmes des familles.",B1,par ailleurs de éducateur expliquer que ce nest pas en poursuivre ce enfant que lon régler le problème de famille,20,5.45,0.9,1,"{'ADP': 3, 'ADV': 3, 'PUNCT': 2, 'DET': 3, 'NOUN': 4, 'VERB': 3, 'SCONJ': 1, 'PRON': 4, 'AUX': 1}",2,3,0,0,1,3,4,0,4,0,3,0,3,0,1
2112,J'ai un garage pour ma voiture et pour mon vélo.,A2,jai un garage pour mon voiture et pour mon vélo,10,3.9,0.9,0,"{'PRON': 1, 'VERB': 1, 'DET': 3, 'NOUN': 3, 'ADP': 2, 'CCONJ': 1, 'PUNCT': 1}",1,0,1,0,0,3,1,0,3,0,2,0,1,0,0
2113,"Le Golem, qui reçut en effet son nom moderne de robot (serf en tchèque) de Karel Capek dans sa pièce R.U.R, en 1920, apparaît, depuis, sous les traits d'une machine humanoïde. Replacer ce récit dans notre histoire éclaire l'ambivalence observée.",C1,le golem qui recevoir en effet son nom moderne de robot serf en tchèque de karel capek dans son pièce rur en 1920 apparaître depuis sou le trait dun machine humanoïde replacer ce récit dans notre histoire éclair lambivalenc observer,40,5.15,0.9,5,"{'DET': 8, 'PROPN': 6, 'PUNCT': 9, 'PRON': 1, 'VERB': 5, 'ADP': 10, 'NOUN': 9, 'ADJ': 2, 'NUM': 1}",9,0,0,0,0,8,1,1,9,0,10,2,5,6,0
2114,J'ai deux enfants.,A1,jai deux enfant,3,5.333333333333333,1.0,0,"{'PRON': 1, 'VERB': 1, 'NUM': 1, 'NOUN': 1, 'PUNCT': 1}",1,0,0,0,0,0,1,1,1,0,0,0,1,0,0
2115,"Né en 1887 dans l'Empire austro-hongrois, serrurier de formation et poète par passion, Lajos Kassák est écrivain, peintre et fondateur de revues de l'avant-garde hongroise.",C2,naître en 1887 dans lempire austrohongroi serrurier de formation et poète par passion lajo kassák être écrivain peintr et fondateur de revoir de lavantgarde hongrois,25,5.92,0.88,3,"{'VERB': 2, 'ADP': 6, 'NUM': 1, 'DET': 2, 'NOUN': 7, 'PROPN': 4, 'PUNCT': 4, 'CCONJ': 2, 'AUX': 1, 'ADJ': 4}",4,0,2,0,1,2,0,1,7,0,6,4,2,4,0
2116,"Ils étaient venus s'établir à D *** pour y suivre un procès qui pouvait rendre entièrement au comte de P *** son ancienne opulence, et comptaient y rester environ deux ans.",C2,il être venir sétablir à d   pour y suivre un procès qui pouvoir rendre entièrement au comte de p   son ancien opulence et compter y rester environ deux an,31,4.580645161290323,0.9354838709677419,1,"{'PRON': 5, 'AUX': 1, 'VERB': 7, 'ADP': 4, 'NOUN': 6, 'ADJ': 7, 'DET': 2, 'ADV': 2, 'PUNCT': 2, 'CCONJ': 1, 'NUM': 1}",2,2,1,0,1,2,5,1,6,0,4,7,7,0,0
2117,"En fait, les peuples de l'Arctique ne peuvent exister indépendamment de leur environnement.",C1,en faire le peuple de larctique ne pouvoir exister indépendamment de son environnement,13,6.076923076923077,0.9230769230769231,1,"{'ADP': 3, 'NOUN': 3, 'PUNCT': 2, 'DET': 3, 'PROPN': 1, 'ADV': 2, 'VERB': 2}",2,2,0,0,0,3,0,0,3,0,3,0,2,1,0
2118,L'école doit former les enfants à se séparer de leur comportement d'usagers pour leur faire adopter une position distanciée qui les aidera à considérer ces langages comme des objets et des véhicules du savoir.,C2,lécole devoir former le enfant à se séparer de son comportement dusager pour son faire adopter un position distancier qui le aider à considérer ce langage comme un objet et un véhicule de savoir,34,5.176470588235294,0.8823529411764706,0,"{'DET': 7, 'NOUN': 8, 'VERB': 8, 'ADP': 7, 'PRON': 4, 'AUX': 1, 'CCONJ': 1, 'PUNCT': 1}",1,0,1,0,1,7,4,0,8,0,7,0,8,0,0
2119,Même si je sais que c'est le repas le plus important de la journée.,A2,même si je savoir que cest le repas le plus important de le journée,14,3.857142857142857,0.9285714285714286,0,"{'ADV': 2, 'SCONJ': 2, 'PRON': 2, 'VERB': 1, 'AUX': 1, 'DET': 3, 'NOUN': 2, 'ADJ': 1, 'ADP': 1, 'PUNCT': 1}",1,2,0,0,1,3,2,0,2,0,1,1,1,0,2
2120,Où habitez-vous ?,A1,où habitezvous,3,5.0,1.0,0,"{'ADV': 1, 'VERB': 1, 'PRON': 1, 'PUNCT': 1}",1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2121,"Pour l'auteur, le projet renforcera les habitudes de recherche d'informations des élèves.",B2,pour lauteur le projet renforcer le habitude de recherche dinformation de élève,12,6.5,1.0,1,"{'ADP': 4, 'DET': 3, 'NOUN': 6, 'PUNCT': 2, 'VERB': 1}",2,0,0,0,0,3,0,0,6,0,4,0,1,0,0
2122,"Par fortes chaleurs, il est tentant de se découvrir. Une fausse bonne idée, car la peau est alors exposée à la brûlure du soleil.",B2,par fort chaleur il être tentant de se découvrir un faux bon idée car le peau être alors exposer à le brûlure de soleil,24,4.416666666666667,0.9166666666666666,2,"{'ADP': 4, 'NOUN': 5, 'ADJ': 3, 'PUNCT': 4, 'PRON': 2, 'AUX': 2, 'VERB': 3, 'DET': 3, 'CCONJ': 1, 'ADV': 1}",4,1,1,0,2,3,2,0,5,0,4,3,3,0,0
2123,Cet auteur tellement lu pour sa Grammaire impertinente propose aussi,C2,ce auteur tellement lire pour son grammaire impertinent proposer aussi,10,5.9,1.0,0,"{'DET': 2, 'NOUN': 2, 'ADJ': 2, 'PROPN': 1, 'ADP': 1, 'VERB': 1, 'ADV': 1}",0,1,0,0,0,2,0,0,2,0,1,2,1,1,0
2124,Il a rencontré un grand succès dans les écoles.,B1,il avoir rencontrer un grand succès dans le école,9,4.333333333333333,1.0,0,"{'PRON': 1, 'AUX': 1, 'VERB': 1, 'DET': 2, 'ADJ': 1, 'NOUN': 2, 'ADP': 1, 'PUNCT': 1}",1,0,0,0,1,2,1,0,2,0,1,1,1,0,0
2125,Tous les collèges ne sont pas équipés de casiers .,B2,tout le collège ne être pas équiper de casier,10,4.1,1.0,0,"{'ADJ': 1, 'DET': 1, 'NOUN': 2, 'ADV': 2, 'AUX': 1, 'VERB': 1, 'ADP': 1, 'PUNCT': 1}",1,2,0,0,1,1,0,0,2,0,1,1,1,0,0
2126,Avez-vous déjà essayé de redémarrer votre routeur?,B2,avezvous déjà essayer de redémarrer votre routeur,7,6.285714285714286,1.0,0,"{'AUX': 1, 'PRON': 1, 'ADV': 1, 'VERB': 2, 'ADP': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 1}",1,1,0,0,1,1,1,0,1,0,1,0,2,0,0
2127,"Dès lors, comment sortir de l'impasse ?",B2,dès lors comment sortir de limpasse,7,4.714285714285714,1.0,1,"{'ADP': 2, 'ADV': 2, 'PUNCT': 2, 'VERB': 1, 'DET': 1, 'NOUN': 1}",2,2,0,0,0,1,0,0,1,0,2,0,1,0,0
2128,"Cette année, dans sa chambre, il y a une terrasse en face de la mer, une grande salle de bains, la télévision et l'air conditionné",A2,ce année dans son chambre il y avoir un terrasse en face de le mer un grand salle de bain le télévision et lair conditionner,25,4.24,0.88,4,"{'DET': 7, 'NOUN': 9, 'PUNCT': 4, 'ADP': 4, 'PRON': 2, 'VERB': 2, 'ADJ': 1, 'CCONJ': 1}",4,0,1,0,0,7,2,0,9,0,4,1,2,0,0
2129,Il est trempé comme une soupe.,B1,il être tremper comme un soupe,6,4.166666666666667,1.0,0,"{'PRON': 1, 'AUX': 1, 'VERB': 1, 'ADP': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 1}",1,0,0,0,1,1,1,0,1,0,1,0,1,0,0
2130,Je ne trouve plus mon t-shirt rouge.,A1,je ne trouver plus mon tshirt rouge,7,4.285714285714286,1.0,0,"{'PRON': 1, 'ADV': 2, 'VERB': 1, 'DET': 1, 'NOUN': 3, 'ADJ': 1, 'PUNCT': 1}",1,2,0,0,0,1,1,0,3,0,0,1,1,0,0
2131,"Finies les façades grises et ternes, terminée la morosité ambiante : les rues se parent de guirlandes scintillantes et les vitrines rivalisent d'imagination pour leur décoration.",B2,fini le façade gris et terne terminer le morosité ambiant   le rue se parer de guirlande scintillant et le vitrine rivaliser dimagination pour son décoration,26,5.884615384615385,0.8846153846153846,1,"{'NOUN': 8, 'DET': 5, 'ADJ': 4, 'CCONJ': 2, 'PUNCT': 3, 'VERB': 3, 'PRON': 1, 'ADP': 3}",3,0,2,0,0,5,1,0,8,0,3,4,3,0,0
2132,"On bâtit une vie de couple différente, plus centrée sur les amis et les activités sociales, témoigne Philippe Wattier, 53 ans, membre du directoire du Crédit foncier.",C1,on bâtit un vie de coupl différente plus centrer sur le ami et le activité social témoigner philipp wattier 53 an membre de directoire de crédit foncier,27,5.185185185185185,0.9259259259259259,4,"{'PRON': 1, 'ADJ': 3, 'DET': 3, 'NOUN': 9, 'ADP': 4, 'PUNCT': 5, 'ADV': 1, 'VERB': 2, 'CCONJ': 1, 'PROPN': 2, 'NUM': 1}",5,1,1,0,0,3,1,1,9,0,4,3,2,2,0
2133,Je marchais avec orgueil au milieu des hommes ; je promenais sur eux un regard dominateur,C2,je marcher avec orgueil au milieu de homme   je promener sur lui un regard dominateur,16,4.625,1.0,0,"{'PRON': 3, 'VERB': 2, 'ADP': 4, 'NOUN': 4, 'PUNCT': 1, 'DET': 1, 'ADJ': 1}",1,0,0,0,0,1,3,0,4,0,4,1,2,0,0
2134,"L'orange est la couleur de certains fruits, comme l'orange qui porte son nom, la clémentine ou l'abricot.",A1,lorange être le couleur de certain fruit comme lorange qui porte son nom le clémentine ou labricot,17,5.235294117647059,0.9411764705882353,2,"{'DET': 7, 'NOUN': 7, 'AUX': 1, 'ADP': 2, 'PUNCT': 3, 'PRON': 1, 'VERB': 1, 'CCONJ': 1}",3,0,1,0,1,7,1,0,7,0,2,0,1,0,0
2135,Théo vérifie qu'il a bien fait son lit avant de s'habiller et de partir à l'école,A2,théo vérifi quil avoir bien faire son lit avant de shabiller et de partir à lécole,16,4.375,0.9375,0,"{'DET': 3, 'ADJ': 1, 'SCONJ': 1, 'PRON': 2, 'AUX': 1, 'ADV': 1, 'VERB': 4, 'NOUN': 2, 'ADP': 3, 'CCONJ': 1}",0,1,1,0,1,3,2,0,2,0,3,1,4,0,1
2136,Vous aimez ce film ?,A1,vous aimer ce film,5,3.2,1.0,0,"{'PRON': 1, 'VERB': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 1}",1,0,0,0,0,1,1,0,1,0,0,0,1,0,0
2137,On peut avoir le contrat à condition de faire vite.,B1,on pouvoir avoir le contrat à condition de faire vite,10,4.2,1.0,0,"{'PRON': 1, 'VERB': 3, 'DET': 1, 'NOUN': 2, 'ADP': 2, 'ADV': 1, 'PUNCT': 1}",1,1,0,0,0,1,1,0,2,0,2,0,3,0,0
2138,Il y a des marchands de poissons et c'est le départ de nombreux bateaux,B1,il y avoir un marchand de poisson et cest le départ de nombreux bateau,14,4.142857142857143,0.9285714285714286,0,"{'PRON': 3, 'VERB': 1, 'DET': 2, 'NOUN': 4, 'ADP': 2, 'CCONJ': 1, 'AUX': 1, 'ADJ': 1}",0,0,1,0,1,2,3,0,4,0,2,1,1,0,0
2139,"Paul Boury, 52 ans, conseiller en communication doté d'un carnet d'adresses en or, est de ces quinquas heureux.",C1,paul boury 52 an conseiller en communication doter dun carnet dadresse en or être de ce quinquagénaire heureux,18,5.222222222222222,0.9444444444444444,3,"{'PROPN': 2, 'PUNCT': 4, 'NUM': 1, 'NOUN': 6, 'VERB': 2, 'ADP': 5, 'DET': 2, 'AUX': 1, 'ADJ': 1}",4,0,0,0,1,2,0,1,6,0,5,1,2,2,0
2140,"Si nous étions venus vous voir l'été dernier, est-ce que vous nous auriez accueillis?",B1,si nous être venir vous voir lété dernier estce que vous nous avoir accueillir,14,5.142857142857143,0.8571428571428571,1,"{'SCONJ': 2, 'PRON': 5, 'VERB': 5, 'DET': 1, 'AUX': 2, 'ADJ': 1, 'PUNCT': 2}",2,0,0,0,2,1,5,0,0,0,0,1,5,0,2
2141,"Un enseignement fondé sur l'expérimentation et la pratique, des objectifs d'apprentissage transversaux, des actions tournées en priorité vers la formation continue des enseignants, menées en collaboration avec la communauté scientifique et professionnelle : le travail de défrichage réalisé par la fondation dans le domaine des sciences pourrait s'appliquer parfaitement à la problématique de l'enseignement de la culture informatique.",C2,un enseignement fonder sur lexpérimentation et le pratique de objectif dapprentissag transversau de action tourner en priorité vers le formation continuer un enseignant mener en collaboration avec le communauté scientifique et professionnel   le travail de défrichage réaliser par le fondation dans le domaine de science pouvoir sappliquer parfaitement à le problématique de lenseignemer de le culture informatique,58,6.517241379310345,0.7758620689655172,3,"{'DET': 14, 'NOUN': 19, 'VERB': 7, 'ADP': 13, 'CCONJ': 2, 'PUNCT': 5, 'ADJ': 4, 'PRON': 1, 'ADV': 1}",5,1,2,0,0,14,1,0,19,0,13,4,7,0,0
2142,"Cette anxiété est à l'origine de l'apparition d'un nouveau trouble, spécifique aux smartphones : la nomophobie.",B2,ce anxiété être à lorigine de lapparition dun nouveau trouble spécifique à smartphone   le nomophobie,16,6.0,1.0,1,"{'DET': 5, 'PROPN': 1, 'AUX': 1, 'ADP': 4, 'NOUN': 5, 'ADJ': 2, 'PUNCT': 3}",3,0,0,0,1,5,0,0,5,0,4,2,0,1,0
2143,"Parfois, le matin, alors qu'elle était absorbé par quelque tâche solitaire, tout occupée à cueillir des champignons ou des framboises, ou à coudre, ou à lire un livre de philosophie qui l'ennuyait, mais il fallait se cultiver pour lui, ou à lire avec honte et intérêt le courrier du coeur ou l'horoscope d'un hebdomadaire féminin, elle s'entendait tout à coup murmurer tendrement deux mots, sans l'avoir voulu, sans avoir pensé à lui.",C2,parfois le matin alors quel être absorber par quelque tâche solitaire tout occupé à cueillir un champignon ou un framboise ou à coudre ou à lire un livre de philosophie qui lennuyer mais il falloir se cultiver pour luire ou à lire avec hont et intérêt le courrier de coeur ou lhoroscope dun hebdomadaire féminin lui sentender tout à coup murmurer tendrement deux mot sans lavoir vouloir sans avoir penser à luire,72,5.041666666666667,0.8055555555555556,10,"{'ADV': 6, 'PUNCT': 11, 'DET': 7, 'NOUN': 14, 'SCONJ': 1, 'PRON': 10, 'AUX': 3, 'VERB': 13, 'ADP': 14, 'ADJ': 2, 'CCONJ': 7, 'NUM': 1}",11,6,7,0,3,7,10,1,14,0,14,2,13,0,1
2144,"Je vous ai adressé, le B janvier dernier, une demande de congé sabbatique à compterdu le novembre prochain et pour une durée de 9 mois, conformément aux dispositions des articles L122-32-17 et suivants du Code du travail",C1,je vous avoir adresser le b janvier dernier un demande de congé sabbatique à compterdu le novembre prochain et pour un durée de 9 mois conformément à disposition de article l1223217 et suivant de code de travail,37,4.972972972972973,0.8648648648648649,3,"{'PRON': 2, 'AUX': 1, 'VERB': 2, 'PUNCT': 3, 'DET': 4, 'NOUN': 15, 'ADJ': 5, 'ADP': 8, 'CCONJ': 2, 'NUM': 1, 'ADV': 1}",3,1,2,0,1,4,2,1,15,0,8,5,2,0,0
2145,"Un ouvrier forestier peut doubler son salaire en braconnant un chimpanzé, et le percement des routes permet d'écouler les produits de la chasse vers les grandes villes où un marché florissant se développe.",B2,un ouvrier forestier pouvoir doubler son salaire en braconner un chimpanzé et le percement de route permettre découler le produit de le chasse vers le grand ville où un marché florissant se développer,33,5.242424242424242,0.9393939393939394,1,"{'DET': 8, 'NOUN': 8, 'ADJ': 4, 'VERB': 5, 'ADP': 5, 'ADV': 1, 'PUNCT': 2, 'CCONJ': 1, 'PRON': 2}",2,1,1,0,0,8,2,0,8,0,5,4,5,0,0
2146,"Il est donc important de compenser cette perte en mangeant du sel sous peine de développer des troubles graves : contractures musculaires, malaises, convulsions, détresse respiratoire.",C1,il être donc important de compenser ce perte en manger de sel sou peine de développer un trouble grave   contracture musculaire malaiser convulsion détress respiratoire,26,6.115384615384615,0.9615384615384616,3,"{'PRON': 2, 'AUX': 1, 'ADV': 1, 'ADJ': 6, 'ADP': 5, 'VERB': 3, 'DET': 2, 'NOUN': 5, 'PUNCT': 5}",5,1,0,0,1,2,2,0,5,0,5,6,3,0,0
2147,Je m'appelle Lucas.,A1,je mappelle lucer,3,5.666666666666667,1.0,0,"{'PRON': 2, 'VERB': 1, 'PROPN': 1, 'PUNCT': 1}",1,0,0,0,0,0,2,0,0,0,0,0,1,1,0
2148,Vous pouvez m'aider ?,A1,vous pouvoir maider,4,4.5,1.0,0,"{'PRON': 2, 'VERB': 2, 'PUNCT': 1}",1,0,0,0,0,0,2,0,0,0,0,0,2,0,0
2149,Il est interdit de fumer,A2,il être interdire de fumer,5,4.0,1.0,0,"{'PRON': 1, 'AUX': 1, 'VERB': 2, 'ADP': 1}",0,0,0,0,1,0,1,0,0,0,1,0,2,0,0
2150,"S'il pleut, allez visiter le musée Carnavalet sur l'Histoire de Paris et finissez la journée avec une pièce de théâtre à la Comédie-Française.",A2,sil pleuvoir aller visiter le musée carnavalet sur lhistoire de pari et finir le journée avec un pièce de théâtre à le comédiefrançaise,23,5.217391304347826,0.9130434782608695,1,"{'SCONJ': 1, 'PRON': 1, 'VERB': 3, 'PUNCT': 2, 'DET': 5, 'NOUN': 6, 'ADJ': 2, 'ADP': 5, 'PROPN': 3, 'CCONJ': 1}",2,0,1,0,0,5,1,0,6,0,5,2,3,3,1
2151,"Cette année-là, l'hiver est arrivé d'un seul coup avec ses vents, ses brouillards et ses tempêtes de neige.",B1,ce annéelà lhiver être arriver dun seul coup avec son vent son brouillard et son tempête de neige,18,5.0,0.8888888888888888,2,"{'DET': 6, 'NOUN': 8, 'PUNCT': 3, 'AUX': 1, 'VERB': 1, 'ADP': 3, 'ADJ': 1, 'CCONJ': 1}",3,0,1,0,1,6,0,0,8,0,3,1,1,0,0
2152,"Chaque printemps, la Quinzaine du commerce équitable est l'occasion de lancer de grandes campagnes de sensibilisation.",C1,chaque printemps le quinzaine de commerce équitable être loccasion de lancer de grand campagne de sensibilisation,16,6.4375,0.875,1,"{'DET': 4, 'NOUN': 5, 'PUNCT': 2, 'ADP': 3, 'ADJ': 3, 'AUX': 1, 'VERB': 1}",2,0,0,0,1,4,0,0,5,0,3,3,1,0,0
2153,Elle a ouvert la porte de la maison.,A1,lui avoir ouvrir le porte de le maison,8,3.625,0.875,0,"{'PRON': 1, 'AUX': 1, 'VERB': 1, 'DET': 2, 'NOUN': 2, 'ADP': 1, 'PUNCT': 1}",1,0,0,0,1,2,1,0,2,0,1,0,1,0,0
2154,"Jour du Seigneur pour les chrétiens ou jour de famille dans l'idéal laïque, il charrie bons et mauvais souvenirs, nostalgie des repas dominicaux ou haine de la parentèle.",C2,jour de seigneur pour le chrétien ou jour de famille dans lidéal laïque il charrier bon et mauver souvenir nostalgie de repas dominical ou haine de le parentèle,28,5.107142857142857,0.9285714285714286,2,"{'NOUN': 10, 'ADP': 6, 'DET': 3, 'CCONJ': 3, 'ADJ': 4, 'PUNCT': 3, 'PRON': 1, 'VERB': 2}",3,0,3,0,0,3,1,0,10,0,6,4,2,0,0
